video_name,video_path,fps,total_frames,sample_every,sampled_frames,mean_visual_density,std_visual_density,max_visual_density
837511d22de1e73f26aac1a815e25cbfdadef4c5b3a4926ea4bf217e7ac3c29d.mp4,video/837511d22de1e73f26aac1a815e25cbfdadef4c5b3a4926ea4bf217e7ac3c29d.mp4,60.0,636,10,64,0.682685472617623,0.023462506978343196,0.714846768642399
88fdec3b88f1f9df00b7f9cbd68f5e67f1a6fd53f5abb773d30d0f1cd0d89630.mp4,video/88fdec3b88f1f9df00b7f9cbd68f5e67f1a6fd53f5abb773d30d0f1cd0d89630.mp4,60.0,636,10,64,0.513023951233206,0.11674396571819376,0.7152304674181806
89c5923fd9ffffab6e1460ac91309bbbfd03d19f41a08a9d8bfc304c25ef3b3e.mp4,video/89c5923fd9ffffab6e1460ac91309bbbfd03d19f41a08a9d8bfc304c25ef3b3e.mp4,60.0,636,10,64,0.5233845259313388,0.18827675470071575,0.7121478471825959
937f0d80a7e74e320518efb7567f73d97cd2af601f5047e46015bd61e1ebe220.mp4,video/937f0d80a7e74e320518efb7567f73d97cd2af601f5047e46015bd61e1ebe220.mp4,60.0,636,10,64,0.6827174458490417,0.023498685221359242,0.7148678061361904
a193e9c4cad20c18e2d26cde21b574036509eb993bfa9a1f21432701f8972d7c.mp4,video/a193e9c4cad20c18e2d26cde21b574036509eb993bfa9a1f21432701f8972d7c.mp4,60.0,636,10,64,0.6826418704868347,0.02338717295705625,0.7149645302172596
aea1c46ab8601ecf3a03dff8c3e6108c0f1908ee0a75eb908dab95c8f10ffee0.mp4,video/aea1c46ab8601ecf3a03dff8c3e6108c0f1908ee0a75eb908dab95c8f10ffee0.mp4,60.0,636,10,64,0.5321828059213798,0.17915645706270242,0.7129601462676762
b1329f1f46961f2b4190e89137f81ec0c616d5ad41ec7e0b0541f244026c5441.mp4,video/b1329f1f46961f2b4190e89137f81ec0c616d5ad41ec7e0b0541f244026c5441.mp4,60.0,636,10,64,0.6648666900093274,0.015162711829671043,0.6844344023733271
b8ef9a57b5fdc369c94d6e10f32503e3f70484ad1a30527c1609401f846113e0.mp4,video/b8ef9a57b5fdc369c94d6e10f32503e3f70484ad1a30527c1609401f846113e0.mp4,60.0,636,10,64,0.35729795865847314,0.23336457754889406,0.6662674488069568
bc9d04d6e6ce93ed0bcde6357e2c10f54334e47002dbf7cfaa195e613296d1b7.mp4,video/bc9d04d6e6ce93ed0bcde6357e2c10f54334e47002dbf7cfaa195e613296d1b7.mp4,60.0,636,10,64,0.6881183202194181,0.0023547613037350067,0.6913120065272824
c08b8ba3188ed519016203cebbba011a58245d7fd4cdb40cd911f0e15bb0883a.mp4,video/c08b8ba3188ed519016203cebbba011a58245d7fd4cdb40cd911f0e15bb0883a.mp4,60.0,636,10,64,0.6649721133999721,0.015520587039955408,0.6845478051130174
c308dfea1753c78955f5fe9585752bda4b8099c970f342582b92d318a9e7b97d.mp4,video/c308dfea1753c78955f5fe9585752bda4b8099c970f342582b92d318a9e7b97d.mp4,60.0,636,10,64,0.2096841992344779,0.04470604102484325,0.34057077317623485
ca9ff607f474eed28a4c7d333572400f33b3a006bb91814a77b5fb5b753e2ef8.mp4,video/ca9ff607f474eed28a4c7d333572400f33b3a006bb91814a77b5fb5b753e2ef8.mp4,60.0,636,10,64,0.6651707557262858,0.015316202721757677,0.6851152602637398
cd6736300dc251eb8dd1d86b54534b52cafee43bd68e9f927a5aac6a1c7249df.mp4,video/cd6736300dc251eb8dd1d86b54534b52cafee43bd68e9f927a5aac6a1c7249df.mp4,60.0,636,10,64,0.5092842298432858,0.11994380058255817,0.7145066355987759
d386d692a5ed8bac3cc7facb605032f2de9a4a8a19561d98c1d9f7a760bdeea2.mp4,video/d386d692a5ed8bac3cc7facb605032f2de9a4a8a19561d98c1d9f7a760bdeea2.mp4,60.0,636,10,64,0.664402880986315,0.014966174421099565,0.6839637431274845
e27791affc0d85d89374a10a6e8f0930a2d0a009c0eaffd1a087928da0ebd1c4.mp4,video/e27791affc0d85d89374a10a6e8f0930a2d0a009c0eaffd1a087928da0ebd1c4.mp4,60.0,636,10,64,0.5287057252799734,0.11698332003506288,0.6761879266556576
e40af30878e19eaabac0ecfeb7654b844b830771357635b03af5f09fb1fc649c.mp4,video/e40af30878e19eaabac0ecfeb7654b844b830771357635b03af5f09fb1fc649c.mp4,60.0,636,10,64,0.6881919635474545,0.0023240320756907147,0.6915232265095084
e5b0981b36fc24321d8d3ff1729b0d995ff4b20a0f8c988b4b65fc6d54bf5cd9.mp4,video/e5b0981b36fc24321d8d3ff1729b0d995ff4b20a0f8c988b4b65fc6d54bf5cd9.mp4,60.0,636,10,64,0.6647619394843536,0.015252126514463574,0.6845691596499279
e853c91d323330848e8f6bad3617cbfa2afa2cbc3698a7ff13db2a4b45206e73.mp4,video/e853c91d323330848e8f6bad3617cbfa2afa2cbc3698a7ff13db2a4b45206e73.mp4,60.0,636,10,64,0.6699224715471261,0.0017298926806819045,0.6724534392363343
ebc75ed6e3de95086e652be2837206809270990546b20f49f3d5a1e6ba0e151b.mp4,video/ebc75ed6e3de95086e652be2837206809270990546b20f49f3d5a1e6ba0e151b.mp4,60.0,636,10,64,0.6697544299645368,0.001678371016048395,0.6722611849902083
f084a168738c8c9f9595a98353e9ff16bb7d1e661987ff13505762e88741b68d.mp4,video/f084a168738c8c9f9595a98353e9ff16bb7d1e661987ff13505762e88741b68d.mp4,60.0,636,10,64,0.6880638791354219,0.0024783565881790386,0.6912647551944192
f3da1fee9d5bde9518f9f22cf737cbc601c6dde311b3af13689cb87ece46f7bc.mp4,video/f3da1fee9d5bde9518f9f22cf737cbc601c6dde311b3af13689cb87ece46f7bc.mp4,60.0,636,10,64,0.6652476278621476,0.015467240556812693,0.6853840617287844
